ID	type	row.type	AEZ_type	AEZ31	region	zone	LON	LAT	Cluster	Axis1	Axis2	Axis3	species	accession	accession_name	Founder	Family
B_385	landrace	NA	SH	SH4	SNNP	GURAGE	38.1475	8.048889	6	-0.34932723	0.477445644	-0.350903965	Hordeum vulgare L. vulgare	NA	16739-C	NA	NA
B_386	landrace	NA	NA	NA	NA	NA	NA	NA	7	-0.612296373	0.899722354	0.092799179	Hordeum vulgare L. vulgare	NA	16819-A	NA	NA
B_387	landrace	NA	M	M3	Oromia	MIRAB SHEWA	37.897778	8.651389	5	-0.349486642	-0.426361687	1.20742944	Hordeum vulgare L. vulgare	NA	16881-B	NA	NA
B_388	landrace	NA	SH	SH3	Amhara	AGEW AWI	36.847222	11.166944	5	-0.382991974	-0.468870603	1.334152806	Hordeum vulgare L. vulgare	NA	17251-B	NA	NA
B_389	landrace	NA	SH	SH4	Amhara	AGEW AWI	36.952222	10.970833	10	-0.323799801	0.082510282	-0.069438521	Hordeum vulgare L. vulgare	NA	17252-B	NA	NA
B_390	landrace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	NA	17661-A	NA	NA
B_391	landrace	NA	SH	SH3	Oromia	MISRAK WELLEGA	37.11	9.268889	7	-0.49778915	0.917076088	-0.10242573	Hordeum vulgare L. vulgare	NA	17688-B	NA	NA
B_392	landrace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	NA	18294-B	NA	NA
B_393	landrace	NA	M	M3	Oromia	MIRAB SHEWA	37.209167	9.215833	5	-0.493729627	-0.971819354	2.655360742	Hordeum vulgare L. vulgare	NA	18302-B	NA	NA
B_394	landrace	NA	SH	SH2	Oromia	MIRAB SHEWA	37.254167	8.658889	9	-0.210322202	-0.356122064	1.009431684	Hordeum vulgare L. vulgare	NA	18304-A	NA	NA
B_395	landrace	NA	H	H3	Oromia	MIRAB SHEWA	38.536944	9.066389	7	-0.571954452	1.148109976	-0.273900041	Hordeum vulgare L. vulgare	NA	18318-A	NA	NA
B_396	landrace	NA	SM	SM4	Amhara	SEMEN SHEWA	39.540278	9.306111	6	-0.537996466	0.90401458	-0.753669259	Hordeum vulgare L. vulgare	NA	18330-B	NA	NA
B_397	landrace	NA	SM	SM4	Amhara	SEMEN SHEWA	39.540278	9.306111	6	-0.446126862	0.596700998	-0.580244524	Hordeum vulgare L. vulgare	NA	18330-C	NA	NA
B_398	landrace	NA	SM	SM4	Amhara	SEMEN SHEWA	39.567222	9.935833	10	-0.634963395	0.041117186	-0.869014318	Hordeum vulgare L. vulgare	NA	18356-B	NA	NA
B_399	landrace	NA	M	M4	Amhara	SEMEN SHEWA	39.73	10.394722	6	-0.463163627	0.531017585	-0.679593404	Hordeum vulgare L. vulgare	NA	18378-A	NA	NA
B_4	landrace	Two-rowed	M	M3	Oromia	MISRAK WELLEGA	37.35	9.2	5	-0.728849772	-0.77631301	0.919925873	Hordeum vulgare L. vulgare	221325	4495	NA	NA
B_400	landrace	NA	M	M3	Oromia	SEMEN SHEWA	38.838056	9.721667	10	-0.627409965	-0.157607423	-1.018311182	Hordeum vulgare L. vulgare	NA	18382-B	NA	NA
B_401	landrace	NA	M	M3	Amhara	MISRAK GOJAM	38.3125	10.602778	10	-0.099758083	-1.290645961	-0.711601596	Hordeum vulgare L. vulgare	NA	24620-A	NA	NA
B_402	landrace	NA	M	M3	Amhara	MISRAK GOJAM	38.038611	10.965833	5	-0.639030151	-1.347550252	2.975883518	Hordeum vulgare L. vulgare	NA	24622-A	NA	NA
B_403	landrace	NA	M	M4	Amhara	MISRAK GOJAM	38.210278	10.930556	10	-0.587743828	-0.203948447	-0.128883317	Hordeum vulgare L. vulgare	NA	24628-B	NA	NA
B_404	landrace	NA	M	M4	Amhara	MISRAK GOJAM	38.258611	10.915833	6	-0.575864804	0.87425833	-0.388061255	Hordeum vulgare L. vulgare	NA	24639B	NA	NA
B_405	landrace	NA	M	M4	Amhara	MISRAK GOJAM	38.258611	10.915833	6	-0.523033566	0.841005766	-0.490612988	Hordeum vulgare L. vulgare	NA	24639C	NA	NA
B_406	landrace	NA	M	M4	Amhara	MISRAK GOJAM	38.26	10.913056	10	-0.726697737	0.027632821	-1.180030127	Hordeum vulgare L. vulgare	NA	24641-B	NA	NA
B_407	landrace	NA	M	M3	SNNP	GURAGE	37.969167	8.146944	7	-0.618007165	0.901919554	-0.003659094	Hordeum vulgare L. vulgare	NA	24955-A	NA	NA
B_408	landrace	NA	M	M3	SNNP	GURAGE	37.971667	8.146667	3	-0.602727885	1.262226306	-0.138422429	Hordeum vulgare L. vulgare	NA	24956-B	NA	NA
B_409	landrace	NA	M	M3	SNNP	GURAGE	37.998889	8.576667	6	-0.369651143	0.640824835	-0.355317452	Hordeum vulgare L. vulgare	NA	24967-B	NA	NA
B_410	landrace	NA	SH	SH3	SNNP	GURAGE	38.471389	8.073333	9	-0.316022589	-0.033678288	0.767132994	Hordeum vulgare L. vulgare	NA	24974-B	NA	NA
B_411	landrace	NA	SH	SH3	SNNP	HADIYA	37.704722	7.690833	3	-0.587859299	1.163516898	-0.0038941	Hordeum vulgare L. vulgare	NA	24987-C	NA	NA
B_412	landrace	NA	SH	SH3	SNNP	HADIYA	37.704722	7.690833	7	-0.52362657	1.207318221	-0.219641695	Hordeum vulgare L. vulgare	NA	24987-D	NA	NA
B_414	landrace	NA	SH	SH3	SNNP	HADIYA	37.690833	7.683889	9	-0.409057753	-0.300091076	1.060500809	Hordeum vulgare L. vulgare	NA	24988-D	NA	NA
B_415	landrace	NA	SM	SM3	Oromia	SEMEN SHEWA	39.583333	9.8	4	1.530231836	0.266554594	-0.262388026	Hordeum vulgare L. vulgare	NA	64003-B	NA	NA
B_416	landrace	NA	SH	SH3	SNNP	SEMEN OMO	37.833333	6.916667	9	-0.295702879	-0.164916889	1.244167618	Hordeum vulgare L. vulgare	NA	64026-B	NA	NA
B_417	landrace	NA	M	M4	Oromia	ARSSI	38.983333	7.55	7	-0.556147838	1.201957446	-0.187952506	Hordeum vulgare L. vulgare	NA	64111-C	NA	NA
B_418	landrace	NA	M	M4	Oromia	ARSSI	38.983333	7.5	7	-0.459810668	0.703962793	-0.255488041	Hordeum vulgare L. vulgare	NA	64116-B	NA	NA
B_419	landrace	NA	H	H4	Oromia	ARSSI	39.333333	7.8	1	-0.5125913	0.185360557	-0.041927217	Hordeum vulgare L. vulgare	NA	64144-A	NA	NA
B_42	landrace	Two-rowed	SH	SH4	SNNP	SEMEN OMO	37.583333	6.283333	6	-0.407744764	0.292583233	0.028879692	Hordeum vulgare L. vulgare	3545-D	217001	NA	NA
B_421	landrace	NA	H	H3	Oromia	BALE	40.233333	7.066667	1	-0.479000074	0.030615872	0.313917477	Hordeum vulgare L. vulgare	NA	64233-B	NA	NA
B_422	landrace	NA	SH	SH3	SNNP	SEMEN OMO	37.65	6.833333	9	-0.418862575	-0.417772772	1.350802398	Hordeum vulgare L. vulgare	NA	64257-A	NA	NA
B_423	landrace	NA	SH	SH3	Oromia	MIRAB SHEWA	36.7	9.05	5	-0.624487699	-1.029606275	2.732217895	Hordeum vulgare L. vulgare	NA	64333-A	NA	NA
B_424	landrace	NA	SH	SH3	Amhara	AGEW AWI	36.916667	10.933333	7	-0.612464932	0.88718782	-0.13606759	Hordeum vulgare L. vulgare	NA	202526-B	NA	NA
B_425	landrace	NA	M	M3	Amhara	DEBUB GONDAR	37.616667	11.816667	1	-0.475672875	0.148911051	0.306572297	Hordeum vulgare L. vulgare	NA	202676-B	NA	NA
B_426	landrace	NA	SH	SH3	SNNP	SEMEN OMO	36.633333	6.183333	6	-0.312886608	0.131193978	0.226601718	Hordeum vulgare L. vulgare	NA	202850-A	NA	NA
B_427	landrace	NA	SH	SH4	Oromia	BALE	39.55	7.05	7	0.111002132	1.045633337	-0.603361479	Hordeum vulgare L. vulgare	NA	208816-B	NA	NA
B_428	landrace	NA	SH	SH3	SNNP	HADIYA	37.75	7.8	3	-0.502891421	1.195016081	-0.144649063	Hordeum vulgare L. vulgare	NA	208836-A	NA	NA
B_429	landrace	NA	SH	SH3	SNNP	SEMEN OMO	37.5	6.333333	5	-0.600610492	-1.185564821	2.280204955	Hordeum vulgare L. vulgare	NA	208842-B	NA	NA
B_430	landrace	NA	SH	SH4	SNNP	SEMEN OMO	37.583333	6.25	6	-0.385921577	0.42484319	0.041536873	Hordeum vulgare L. vulgare	NA	208845-B	NA	NA
B_431	landrace	NA	M	M4	Oromia	MIRAB SHEWA	38	9.05	5	-0.61687131	-0.67800195	1.03609979	Hordeum vulgare L. vulgare	NA	208903-C	NA	NA
B_432	landrace	NA	M	M3	Oromia	MIRAB SHEWA	37.3	9.016667	7	-0.552434146	0.643919221	0.430145959	Hordeum vulgare L. vulgare	NA	208905-D	NA	NA
B_433	landrace	NA	SM	SM3	Amhara	SEMEN SHEWA	38.75	10.15	10	-0.453922678	-0.06442516	-0.205353127	Hordeum vulgare L. vulgare	NA	212504-B	NA	NA
B_434	landrace	NA	SH	SH3	SNNP	HADIYA	37.85	7.583333	7	-0.52321136	0.798919876	-0.184265472	Hordeum vulgare L. vulgare	NA	212947-B	NA	NA
B_435	landrace	NA	SH	SH3	SNNP	HADIYA	37.85	7.583333	7	-0.594164552	0.894034707	-0.392081825	Hordeum vulgare L. vulgare	NA	212947-C	NA	NA
B_436	landrace	NA	H	H4	Oromia	ARSSI	39.383333	7.4	11	3.853749616	0.374629038	0.824293393	Hordeum vulgare L. vulgare	NA	213594-B	NA	NA
B_437	landrace	NA	M	M4	Amhara	DEBUB WELLO	39.45	10.866667	10	-0.572307359	-0.006792079	-0.835879622	Hordeum vulgare L. vulgare	NA	215217-B	NA	NA
B_438	landrace	NA	SH	SH3	SNNP	GURAGE	38.383333	8.116667	10	-0.464055607	0.00825347	-0.02952194	Hordeum vulgare L. vulgare	NA	215432-B	NA	NA
B_439	landrace	NA	SH	SH3	SNNP	HADIYA	37.866667	7.5	1	-0.417210322	-0.025705307	0.348752963	Hordeum vulgare L. vulgare	NA	215474-A	NA	NA
B_44	landrace	Two-rowed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	4051-C	220345	NA	NA
B_440	landrace	NA	M	M3	Amhara	MISRAK GOJAM	37.683333	10.116667	7	-0.530139804	0.847746556	-0.12811001	Hordeum vulgare L. vulgare	NA	216008-B	NA	NA
B_441	landrace	NA	SH	SH3	Oromia	MISRAK HARERGE	41.683333	9.35	1	-0.525855102	-0.166590979	-0.169549223	Hordeum vulgare L. vulgare	NA	216799-B	NA	NA
B_442	landrace	NA	H	H4	Oromia	ARSSI	39.2	7.833333	1	-0.270103185	-0.560684656	0.213401455	Hordeum vulgare L. vulgare	NA	218969-B	NA	NA
B_443	landrace	NA	SM	SM3	Oromia	ARSSI	39.666667	8.4	10	-0.66466439	0.118842775	-1.083889614	Hordeum vulgare L. vulgare	NA	219055-C	NA	NA
B_444	landrace	NA	SH	SH3	SNNP	SEMEN OMO	37.783333	6.8	9	-0.425733791	-0.404778273	1.329428637	Hordeum vulgare L. vulgare	NA	219326-A	NA	NA
B_445	landrace	NA	SH	SH3	SNNP	SEMEN OMO	37.733333	6.916667	9	-0.379727639	-0.298323096	1.304269353	Hordeum vulgare L. vulgare	NA	219328-A	NA	NA
B_446	landrace	NA	SM	SM4	Amhara	SEMEN SHEWA	39.616667	9.633333	5	-0.68535833	-0.103631418	1.154619875	Hordeum vulgare L. vulgare	NA	219576-C	NA	NA
B_447	landrace	NA	SM	SM4	Oromia	SEMEN SHEWA	39.383333	9.6	10	-0.6484061	0.052928181	-0.665116922	Hordeum vulgare L. vulgare	NA	219581-B	NA	NA
B_448	landrace	NA	SM	SM3	Oromia	SEMEN SHEWA	39.516667	9.766667	7	-0.561337259	0.486819309	-0.339740042	Hordeum vulgare L. vulgare	NA	219611-B	NA	NA
B_449	landrace	NA	SM	SM3	Oromia	SEMEN SHEWA	39.3	9.966667	7	-0.541376916	0.912667771	-0.089135084	Hordeum vulgare L. vulgare	NA	219616-B	NA	NA
B_45	landrace	Irregular	H	H4	Oromia	ARSSI	39.283333	7.416667	1	-0.491034714	0.084333951	0.53838935	Hordeum vulgare L. vulgare	4492-A	220347	NA	NA
B_450	landrace	NA	M	M3	Oromia	MIRAB SHEWA	37.883333	8.833333	6	-0.516694793	0.430220996	-0.95265308	Hordeum vulgare L. vulgare	NA	220743-B	NA	NA
B_451	landrace	NA	M	M4	Oromia	SEMEN SHEWA	38.666667	9.783333	6	-0.550012235	0.90733438	-0.751309691	Hordeum vulgare L. vulgare	NA	220790-A	NA	NA
B_452	landrace	NA	M	M4	Oromia	SEMEN SHEWA	38.666667	9.783333	6	-0.505508597	0.778574523	-0.910675602	Hordeum vulgare L. vulgare	NA	220790-C	NA	NA
B_453	landrace	NA	H	H4	Oromia	ARSSI	39.233333	7.433333	7	0.05827248	1.113460639	-0.359398191	Hordeum vulgare L. vulgare	NA	222969-B	NA	NA
B_454	landrace	NA	SM	SM3	Tigray	MISRAKAWI	39.083333	14.25	8	0.259529693	-1.968820213	-1.394686198	Hordeum vulgare L. vulgare	NA	223174-B	NA	NA
B_455	landrace	NA	H	H4	Oromia	ARSSI	39.216667	7.866667	1	-0.278468233	-0.524891854	0.534026466	Hordeum vulgare L. vulgare	NA	229993-B	NA	NA
B_456	landrace	NA	SM	SM3	Oromia	MISRAK HARERGE	42.283333	9.4	10	-0.476671972	-0.605515667	0.228844806	Hordeum vulgare L. vulgare	NA	230500-B	NA	NA
B_457	landrace	NA	H	H3	Oromia	BALE	40.366667	7.016667	1	-0.476887337	-0.170728954	0.4720447	Hordeum vulgare L. vulgare	NA	230612-A	NA	NA
B_458	landrace	NA	M	M3	Oromia	BALE	40.483333	7	1	-0.426133806	-0.083183854	0.655345512	Hordeum vulgare L. vulgare	NA	230616-B	NA	NA
B_459	landrace	NA	M	M3	Oromia	BALE	40.5	7.066667	1	-0.431637492	-0.115375945	0.488844436	Hordeum vulgare L. vulgare	NA	230619-A	NA	NA
B_460	landrace	NA	M	M3	Oromia	BALE	40.733333	7.266667	1	-0.4153496	-0.429770156	1.054609794	Hordeum vulgare L. vulgare	NA	230629-B	NA	NA
B_461	landrace	NA	SH	SH3	Oromia	BALE	39.483333	7.033333	1	-0.469148325	-0.071924831	0.307858225	Hordeum vulgare L. vulgare	NA	230654-A	NA	NA
B_462	landrace	NA	SM	SM3	Oromia	MISRAK HARERGE	41.966667	9.016667	10	-0.440441794	-0.498556122	0.088387831	Hordeum vulgare L. vulgare	NA	230814-C	NA	NA
B_464	landrace	NA	SM	SM2	Oromia	ARSSI	39.716667	8.533333	10	-0.676441721	-0.227787388	-0.59640291	Hordeum vulgare L. vulgare	NA	232365-B	NA	NA
B_465	landrace	NA	SM	SM3	Tigray	MISRAKAWI	39.416667	14.283333	8	0.282863822	-1.93869622	-1.547501932	Hordeum vulgare L. vulgare	NA	234302-B	NA	NA
B_466	landrace	NA	SM	SM3	Tigray	MISRAKAWI	39.35	14.266667	6	0.215379257	-0.53821249	-1.049669484	Hordeum vulgare L. vulgare	NA	234307-B	NA	NA
B_467	landrace	NA	SM	SM3	Tigray	MISRAKAWI	39.35	14.266667	6	0.245645953	-0.493414	-0.91562662	Hordeum vulgare L. vulgare	NA	234307-D	NA	NA
B_468	landrace	NA	SM	SM3	Tigray	MISRAKAWI	39.333333	14.2	8	0.842223445	-2.551939037	-1.343407803	Hordeum vulgare L. vulgare	NA	234312-A	NA	NA
B_469	landrace	NA	M	M3	Amhara	DEBUB WELLO	39.316667	11.4	6	-0.546240331	0.286073267	-0.811163915	Hordeum vulgare L. vulgare	NA	235090-A	NA	NA
B_47	landrace	Two-rowed	SH	SH3	SNNP	SEMEN OMO	37.6	6.15	4	1.237553625	-0.094916545	0.496877944	Hordeum vulgare L. vulgare	4540-A	221325	NA	NA
B_470	landrace	NA	SM	SM3	Tigray	DEBUBAWI	39.533333	13.483333	8	0.88184114	-2.75842538	-1.499404295	Hordeum vulgare L. vulgare	NA	235265-A	NA	NA
B_471	landrace	NA	M	M4	Oromia	MIRAB SHEWA	38.2	8.216667	7	-0.597136337	0.956693931	-0.005590864	Hordeum vulgare L. vulgare	NA	235525-B	NA	NA
B_472	landrace	NA	SH	SH4	SNNP	GURAGE	38.116667	8.15	3	-0.571758788	1.104828143	-0.008340238	Hordeum vulgare L. vulgare	NA	235541-B	NA	NA
B_473	landrace	NA	SH	SH4	SNNP	GURAGE	38.2	8.1	7	-0.647652516	1.023211814	0.006235261	Hordeum vulgare L. vulgare	NA	235544-B	NA	NA
B_474	landrace	NA	SH	SH4	SNNP	GURAGE	38.183333	8.083333	7	-0.620978621	1.149850858	-0.019485868	Hordeum vulgare L. vulgare	NA	235546-B	NA	NA
B_475	landrace	NA	SH	SH3	SNNP	GURAGE	38.033333	8.033333	7	-0.553097304	0.655566234	0.007804447	Hordeum vulgare L. vulgare	NA	235551-A	NA	NA
B_476	landrace	NA	NA	NA	NA	NA	NA	NA	7	-0.483315752	1.198747361	-0.213574717	Hordeum vulgare L. vulgare	NA	236823-B	NA	NA
B_477	landrace	NA	M	M4	Oromia	ARSSI	39.266667	7.316667	1	-0.069077649	-1.364084224	0.313902442	Hordeum vulgare L. vulgare	NA	237003-A	NA	NA
B_478	landrace	NA	M	M4	Oromia	ARSSI	39.266667	7.316667	1	1.124097328	0.143326332	0.516068839	Hordeum vulgare L. vulgare	NA	237003-C	NA	NA
B_48	landrace	Two-rowed	SM	SM3	Tigray	MISRAKAWI	39.483333	13.733333	8	0.783453978	-3.001117461	-1.608292318	Hordeum vulgare L. vulgare	15265-A	223191	NA	NA
B_480	landrace	NA	SM	SM3	Tigray	DEBUBAWI	39.533333	12.516667	8	0.238801514	-1.994615129	-0.639710586	Hordeum vulgare L. vulgare	NA	237335-A	NA	NA
B_481	landrace	NA	SM	SM3	Tigray	DEBUBAWI	39.516667	12.516667	10	-0.514611775	-0.18526787	-0.558580427	Hordeum vulgare L. vulgare	NA	238349-A	NA	NA
B_482	landrace	NA	SH	SH3	Oromia	BALE	40.181389	7.381111	1	-0.47405996	-0.076545444	0.172540448	Hordeum vulgare L. vulgare	NA	239519-A	NA	NA
B_483	landrace	NA	SH	SH5	Oromia	BALE	39.695278	7.099167	6	0.201715129	0.443344033	-0.888100208	Hordeum vulgare L. vulgare	NA	243209-B	NA	NA
B_484	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.116667	11.816667	10	-0.633217464	-0.583156677	0.092965203	Hordeum vulgare L. vulgare	NA	242070-A	NA	NA
B_485	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.116667	11.816667	10	-0.598981575	-0.61561067	0.343766148	Hordeum vulgare L. vulgare	NA	242070-B	NA	NA
B_486	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.2	11.6	6	-0.47094549	0.434261681	-0.706056671	Hordeum vulgare L. vulgare	NA	242083-B	NA	NA
B_487	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.2	11.6	6	-0.447024188	0.430505689	-0.667468684	Hordeum vulgare L. vulgare	NA	242083-C	NA	NA
B_488	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.2	11.6	6	-0.515105968	0.579505837	-0.667030494	Hordeum vulgare L. vulgare	NA	242083-D	NA	NA
B_489	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.183333	11.65	6	-0.454355743	0.485732461	-0.678896294	Hordeum vulgare L. vulgare	NA	242085-A	NA	NA
B_490	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.183333	11.65	6	-0.495659435	0.573753977	-0.65036038	Hordeum vulgare L. vulgare	NA	242085-B	NA	NA
B_491	landrace	NA	M	M4	Amhara	SEMEN SHEWA	39.733333	9.833333	10	-0.553646572	-0.031555835	-0.911407732	Hordeum vulgare L. vulgare	NA	242099-A	NA	NA
B_492	landrace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	NA	219578-B	NA	NA
B_493	landrace	NA	NA	NA	NA	NA	NA	NA	8	0.746953374	-2.278119579	-1.245677276	Hordeum vulgare L. vulgare	NA	242580-C	NA	NA
B_494	landrace	NA	M	M4	Amhara	SEMEN SHEWA	39.735833	9.580278	10	-0.569122404	-0.128921321	-1.218669	Hordeum vulgare L. vulgare	NA	243247-B	NA	NA
B_495	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.277778	11.760278	6	-0.544770669	0.771708103	-0.623552836	Hordeum vulgare L. vulgare	NA	243273-B	NA	NA
B_496	landrace	NA	M	M3	Amhara	DEBUB GONDAR	38.053333	11.595	5	-0.52244949	-1.251403356	2.409339855	Hordeum vulgare L. vulgare	NA	243307-B	NA	NA
B_497	landrace	NA	M	M4	Amhara	DEBUB GONDAR	38.058333	11.703333	7	-0.509715459	0.920505055	-0.066335583	Hordeum vulgare L. vulgare	NA	243312-A	NA	NA
B_498	landrace	NA	NA	NA	NA	NA	NA	NA	10	-0.598225351	-0.036265757	-0.326944331	Hordeum vulgare L. vulgare	NA	243407-B	NA	NA
B_499	landrace	NA	M	M3	Amhara	DEBUB WELLO	39.383333	11.466667	10	-0.513087499	-0.150955492	-0.939909038	Hordeum vulgare L. vulgare	NA	243565-B	NA	NA
B_5	landrace	Two-rowed	SM	SM4	Tigray	MISRAKAWI	39.416667	14.247778	8	0.30464715	-1.96927862	-1.531444048	Hordeum vulgare L. vulgare	223191	15271	NA	NA
B_50	landrace	Two-rowed	M	M3	Amhara	MISRAK GOJAM	38.3	10.633333	6	-0.132711772	-1.198207257	0.166040866	Hordeum vulgare L. vulgare	16726-A	229796	NA	NA
B_500	landrace	Two-rowed	SH	SH3	Amhara	AGEW AWI	36.848611	10.836389	4	2.103261045	-0.528004877	-0.072482124	Hordeum vulgare L. vulgare	NA	17244	founder	iMAGIC_5
B_501	landrace	Six-rowed	M	M3	Amhara	DEBUB GONDAR	37.983333	11.85	6	-0.23245354	0.127536015	0.225727182	Hordeum vulgare L. vulgare	NA	64065	founder	iMAGIC_3
B_502	landrace	Six-rowed	M	M5	Amhara	DEBUB GONDAR	38.25	11.783333	6	-0.474007192	0.378493253	-0.663080058	Hordeum vulgare L. vulgare	NA	64068	founder	iMAGIC_1
B_503	landrace	Six-rowed	SM	SM4	Amhara	SEMEN SHEWA	39.416667	9.616667	10	-0.520853823	0.368375945	-1.001314346	Hordeum vulgare L. vulgare	NA	219578	founder	iMAGIC_4
B_504	landrace	Six-rowed	M	M3	Amhara	DEBUB WELLO	39.666667	11.15	10	-0.646482914	-0.25087686	-1.090598511	Hordeum vulgare L. vulgare	NA	235056	founder	iMAGIC_2
B_505	improved	Six-rowed	NA	NA	NA	NA	NA	NA	10	-0.657205352	0.09461594	-0.754889077	Hordeum vulgare L. vulgare	24970	Agegnehu	founder	iMAGIC_1
B_506	improved	NA	NA	NA	NA	NA	NA	NA	4	1.559405168	-0.122309444	-0.838701923	Hordeum vulgare L. vulgare	24990	EH1493	NA	NA
B_507	improved	NA	NA	NA	NA	NA	NA	NA	2	1.96036163	0.619807427	0.775923389	Hordeum vulgare L. vulgare	64334	Gobe	NA	NA
B_508	improved	NA	NA	NA	NA	NA	NA	NA	2	0.248244761	0.783863219	0.075506528	Hordeum vulgare L. vulgare	202560	HB1307	NA	NA
B_509	improved	NA	NA	NA	NA	NA	NA	NA	11	3.016737509	0.370541422	0.869399703	Hordeum vulgare L. vulgare	202642	HB1964	NA	NA
B_51	landrace	Two-rowed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	16737-B	232216	NA	NA
B_510	improved	NA	NA	NA	NA	NA	NA	NA	11	2.699231828	0.860548778	-0.092176796	Hordeum vulgare L. vulgare	202833	HB42	NA	NA
B_511	improved	Two-rowed	NA	NA	NA	NA	NA	NA	2	2.362195232	0.332051176	0.59452619	Hordeum vulgare L. vulgare	203167	Ibon174/03	founder	iMAGIC_4
B_512	improved	NA	NA	NA	NA	NA	NA	NA	11	2.509884362	0.708938852	0.708091327	Hordeum vulgare L. vulgare	204677	Meket	NA	NA
B_513	improved	Two-rowed	NA	NA	NA	NA	NA	NA	2	1.754506108	0.905641574	0.485172605	Hordeum vulgare L. vulgare	204686	Miscal-21	founder	iMAGIC_4
B_514	improved	Two-rowed	NA	NA	NA	NA	NA	NA	11	3.835634237	0.317468186	0.963031289	Hordeum vulgare L. vulgare	208923	Sabini	founder	iMAGIC_5
B_515	improved	Two-rowed	NA	NA	NA	NA	NA	NA	8	0.845328307	-2.601147076	-1.440432413	Hordeum vulgare L. vulgare	216935	Sasa	founder	iMAGIC_2
B_516	improved	NA	NA	NA	NA	NA	NA	NA	10	-0.664214637	0.055912888	-0.745892601	Hordeum vulgare L. vulgare	216993	Shediho	NA	NA
B_517	improved	NA	NA	NA	NA	NA	NA	NA	7	0.627537209	0.906223287	-0.725178078	Hordeum vulgare L. vulgare	216994	Shege	NA	NA
B_518	improved	NA	NA	NA	NA	NA	NA	NA	10	-0.65271518	0.088173175	-0.752824758	Hordeum vulgare L. vulgare	216997	Staish	NA	NA
B_519	improved	NA	NA	NA	NA	NA	NA	NA	6	-0.519443934	0.444084353	-0.793586479	Hordeum vulgare L. vulgare	217001	Tirit	NA	NA
B_520	improved	NA	NA	NA	NA	NA	NA	NA	11	3.925523229	0.582974958	0.711845636	Hordeum vulgare L. vulgare	217176	Yedogi	NA	NA
B_54	landrace	Two-rowed	SM	SM3	Tigray	DEBUBAWI	39.5	13.133333	8	0.794231806	-3.187622588	-1.685443505	Hordeum vulgare L. vulgare	16739-D	234295	NA	NA
B_56	landrace	Two-rowed	SM	SM4	Tigray	DEBUBAWI	39.516667	12.733333	8	0.588420227	-2.014766503	-1.236324839	Hordeum vulgare L. vulgare	16858-A	235252	NA	NA
B_57	landrace	Two-rowed	SM	SM4	Tigray	DEBUBAWI	39.533333	12.933333	8	0.765239794	-2.946206659	-1.60382608	Hordeum vulgare L. vulgare	16858-B	235262	NA	NA
B_58	landrace	Two-rowed	SM	SM3	Tigray	MISRAKAWI	39.483333	13.55	8	0.72166481	-2.88898094	-1.563248196	Hordeum vulgare L. vulgare	16862-A	235267	NA	NA
B_6	landrace	Two-rowed	SM	SM3	Tigray	MISRAKAWI	39.3625	14.436389	8	0.776538644	-2.683923813	-1.43840064	Hordeum vulgare L. vulgare	225249	15281	NA	NA
B_60	landrace	Six-rowed	NA	NA	NA	NA	NA	NA	7	-0.398440448	1.044150789	-0.065115499	Hordeum vulgare L. vulgare	17244-A	236819	NA	NA
B_62	landrace	Six-rowed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hordeum vulgare L. vulgare	17251-A	237015	NA	NA
B_63	landrace	Two-rowed	SM	SM3	Amhara	SEMEN SHEWA	39.333333	8.833333	1	-0.065502168	-0.669574384	0.625915621	Hordeum vulgare L. vulgare	17252-C	237021	NA	NA
B_64	landrace	Two-rowed	SM	SM2	Tigray	DEBUBAWI	39.716667	12.333333	8	0.792587726	-3.300720629	-1.690539149	Hordeum vulgare L. vulgare	17661-A	237324	NA	NA
B_65	landrace	Six-rowed	SM	SM3	Tigray	DEBUBAWI	39.55	12.8	10	-0.613622484	-0.051303326	-0.964006295	Hordeum vulgare L. vulgare	17685-A	237329	NA	NA
B_66	landrace	Two-rowed	SM	SM3	Tigray	DEBUBAWI	39.466667	13.5	8	1.012535117	-2.953571918	-1.512852976	Hordeum vulgare L. vulgare	17685-B	237339	NA	NA
B_67	landrace	Two-rowed	SM	SM3	Tigray	DEBUBAWI	39.516667	12.516667	8	0.475267664	-2.164441161	-1.589393673	Hordeum vulgare L. vulgare	17688-A	238348	NA	NA
